File_Name,Content,Category
7939EA56,global data flow analysis by decomposition into primes,icse
46ACBFC9,shared workload optimization,vldb
7FD9F4BB,reference based alignment in large sequence databases,vldb
7E5AE9A8,do code clones matter,icse
75787185,flexible modeling tools flexitools2010,icse
5D825E29,adams re trace,icse
7519E5D7,critical analysis of hpl performance under different process distribution patterns,icse
0C23471D,distributed data processing versus distributed data base processing,vldb
7581B1F8,hierarchical hippocratic databases with minimal disclosure for virtual organizations,vldb
8081C60A,encoding program executions,icse
7CCFC89C,effects of mobile business processes on the software process,icse
070C9D8F,managing business processes via workflow technology,vldb
79B58EC3,partial match queries and file designs,vldb
7993BD2A,m h halstead s software science a critical examination,icse
488CFC8D,imemex escapes from the personal information jungle,vldb
5ACA69EE,comments on the paper data base design in theory and practice by bo sundgren,vldb
5DDFBEEA,recovery and coherency control protocols for fast intersystem page transfer and fine granularity locking in a shared disks transaction environment,vldb
788D8E11,differentially private histogram publication,vldb
7B34B92D,scrambled hybrid wavelet singular domain digital image watermarking,icse
5AE25D2A,querying business processes with bp ql,vldb
75930A0B,numerical analysis of filamentation in conventional double heterostructure and quantum well high power broad area laser diodes,icse
7D1C494E,a distributed drm platform based on a web oriented watermarking protocol,icse
8.12E+155,making sense of healthcare benefits,icse
5F73F8EC,sampling based estimation of the number of distinct values of an attribute,vldb
8.38E+237,translation structures of relational views,vldb
7B37901C,extending the uml metamodel to provide support for crosscutting concerns,icse
85AD6B15,model based testing of multiple gui variants using gui test generator,icse
5D1F2343,architectures and algorithms for internet scale p2p data management,vldb
75126FCF,a new method to construct intuitionistic fuzzy sets deducing from fuzzy sets via fuzzy entropy,icse
7B1995AD,versioning and configuration management in an object oriented data model,vldb
7FDB1F61,generating xml structure using examples and constraints,vldb
5C517BC2,metadata management for large statistical databases,vldb
7E8F30B0,mining software engineering data,icse
75DCCF39,algebraic query optimisation for database programming languages,vldb
7E551900,summery of the 2 nd international workshop on incorporating cots software into software systems iwicss tools and techniques,icse
7FC2E48A,collaborative knowledge management system strategic planning ckms 2 p a systematic literature review,icse
7F25D0C8,exact indexing of dynamic time warping,vldb
7926FB30,water environment monitoring system based on zigbee wireless sensor network,icse
79747C35,easy language extension with meta aspectj,icse
799A4724,an adaptive and dynamic dimensionality reduction method for high dimensional indexing,vldb
7D7F615C,experience with a process driven approach to software engineering education,icse
8756944,a scan driven sort facility for a relational database system,vldb
7C464F8A,analysis of the output noise voltage in cmos image sensor readout circuit,icse
0173FB26,using object oriented development for support prototyping experience report,icse
0740A926,integrating and customizing heterogeneous e commerce applications,vldb
7FA9CAAE,scalable and dynamically balanced shared everything oltp with physiological partitioning,vldb
7E1EB07F,a hierarchical and functional software process description and its enaction,icse
021081AF,analysis and design of approximate queries over xml documents using statistical techniques,vldb
7AF40ED4,preventing sql injection attacks using amnesia,icse
77F9A378,agile project management from self managing teams to large scale development,icse
80A64E61,streaming pattern discovery in multiple time series,vldb
59A3F44D,how to forget the past without repeating it,vldb
8113F9C8,the bdual tree indexing moving objects by space filling curves in the dual space,vldb
58CF88D3,distinct sampling for highly accurate answers to distinct values queries and event reports,vldb
77F9A714,new approach to component trusted composition method based on neuron component,icse
0576564A,viator a tool family for graphical networking and data view creation,vldb
6230D136,managing communication among geographically distributed teams a brazilian case,icse
7DE32CE8,vida visual interactive debugging,icse
7B039952,session 3a debate software development paradigms,icse
7F73CC1C,distributed graph simulation impossibility and possibility,vldb
80F5A17B,privacy preserving document indexing infrastructure for a distributed environment,vldb
7AB39C60,engineering an open client server platform for a distributed austrian alpine road pricing system in 240 days case study and experience report,icse
7D7CF0AB,third workshop on software quality,icse
7F68064A,an efficient and versatile query engine for topx search,vldb
80125530,projecting xml documents,vldb
7D163ACF,a deferred cleansing method for rfid data analytics,vldb
7F295DB4,modular specification of incremental program transformation systems,icse
014F012A,model based component framework for developing domain applications,icse
7681F3EC,science and engineering for software development a recognition of harlan d mills legacy,icse
7893D320,explanation based auditing,vldb
7818C168,tramp understanding the behavior of schema mappings through provenance,vldb
7B93A036,a case for human driven software development,icse
7D2DCB5B,lineage tracing for general data warehouse transformations,vldb
7EF105FD,a formal approach for designing corba based applications,icse
59D9F5F4,notice of retraction competitive analysis of price uncertainty inventory problem,icse
7839571A,skysuite a framework of skyline join operators for static and stream environments,vldb
7E2DE404,algorithms and applications for answering ranked queries using ranked views,vldb
8129E508,the groupthink specification exercise,icse
806D313A,dynamic update cube for range sum queries,vldb
5FB509EA,cache portal technology for accelerating database driven e commerce web sites,vldb
814E488A,xseek a semantic xml search engine using keywords,vldb
80BB8BFE,impact of software resource estimation research on practice a preliminary report on achievements synergies and challenges,icse
54F2062A,creative classrooms a systemic approach for mainstreaming ict enabled innovation for learning in europe,icse
5FB96689,activity model a declarative approach for capturing communication behavior in object oriented databases,vldb
8092204D,coma a system for flexible combination of schema matching approaches,vldb
7E8A38C7,a machine learning approach for tracing regulatory codes to product specific requirements,icse
78B00009,the research of routing algorithms based on ns2 in mobile ad hoc networks,icse
762EB9EC,appcontext differentiating malicious and benign mobile app behaviors using context,icse
08AE43A8,optimal camera placement for 3d environment,icse
814E9E33,the nd tree a dynamic indexing technique for multidimensional non ordered discrete data spaces,vldb
7C15BA74,a qualitative and quantitative assessment method for software process model,icse
5A3A16FC,a methodology for view inegration in logical database design,vldb
780B2D8F,dependence of texture in al bondpads on ta tan bilayer barrier and its correlation to optical reflectivity in 0 13??m ic technology,icse
0B8EE327,browsing and keyword search in relational databases,vldb
05BEBC4E,simulation as a support tool for training logistic operators,icse
799A2640,proxy based ftp secure audit technology,icse
5FA52A6D,measuring and monitoring task couplings of developers and development sites in global software development,icse
7BCE5E74,multi level transaction management for complex objects implementation performance parallelism,vldb
7805FF9C,workplace warriors identifying team practices of appropriation in software ecosystems,icse
81CF0CD0,density k means a new algorithm for centers initialization for k means,icse
5E11FF21,sequential pattern mining with multiple minimum supports a tree based approach,icse
76CFC51E,aspect oriented software development beyond programming,icse
7F1AF512,building systems from commercial components,icse
84248310,diversity based relevance feedback for time series search,vldb
5FA62446,automatic classification of office documents by coupling relational data bases and prolog expert systems,vldb
8482B007,an abstract state machine asm representation of learning process in floss communities,icse
767C7D94,architecture management in three it companies problems and characteristics,icse
584953A1,holistic twig joins on indexed xml documents,vldb
7BAE4623,merging what s cracked cracking what s merged adaptive indexing in main memory column stores,vldb
7781970A,a novel successive interference cancellation scheme in ocdma system,icse
5F826E54,a family of incomplete relational database models,vldb
7D06C991,wmxml a system for watermarking xml data,vldb
5FE5A56D,using formal methods to reason about semantics based decompositions of transactions,vldb
7B1AFB09,cascade a universal programmer assisted type qualifier inference tool,icse
054C9325,research directions in biodiversity informatics,vldb
58B7AD86,trust based and context aware authentication in a software architecture for context and proximity aware services,icse
7C32C7F5,effect of n2 and o2 anneal gas ratio for low resistance p type zno formation,icse
7E8D59A8,composing optimizing and executing plans for bioinformatics web services,vldb
7663D549,measuring requirements testing experience report,icse
79ADA7AE,making updates disk i o friendly using ssds,vldb
59041C40,the usability component of a framework for the evaluation of oo case tools,icse
81984310,data warehousing of vehicle trajectory,icse
7B60D1EC,on the inference of configuration structures from source code,icse
780C27B5,a technique for prototyping directly from a specification,icse
03258DCD,timber a sophlst cated database browser,vldb
79C984B5,the design and implementation of b2b e commerce system s privileges,icse
7AB4409E,analysis of networking mode caused by goose delay of smart substation,icse
5CFB671E,flexible relations operational support of variant relational structures,vldb
5982F601,software warehouse and its management strategies,icse
01CC77FA,querying multiple features in relational databases,vldb
0A454EB0,erhard rahm generic schema matching with cupid,vldb
7BD26914,the mechatronicuml method model driven software engineering of self adaptive mechatronic systems,icse
7CFE78FF,fusem exploring different semantics of data fusion,vldb
7CF78F74,efficient exact set similarity joins,vldb
7E97A26B,can the elephants handle the nosql onslaught,vldb
79FE5F44,accelerating pathology image data cross comparison on cpu gpu hybrid systems,vldb
7DBD0473,techniques for trusted software engineering,icse
76A8E96F,parallel query processing with zigzag trees,vldb
79236776,special section on large scale analytics,vldb
7DB20E0E,synchronization of fbmc based on cazac sequence,icse
7779F8EE,workshop on technology transfer in software engineering,icse
08FA36C4,multimodal metaphors for note taking in e learning,icse
7AD1357A,database theory for supporting specification based database system development,icse
048D30D1,managing systems that manage data,vldb
79C0BBC2,a technique to search log records using system of linear equations,icse
7EA59B2C,codesign a highly extensible collaborative software modeling framework,icse
766D81E8,recent results on the attribute based data model a tutorial,vldb
7DCDBC6B,aggregation in probabilistic databases via knowledge compilation,vldb
7828743E,principles of software evolution 5 th international workshop on principles of software evolution iwpse 2002,icse
5B034A19,a study on frameworks of component integration for web applications,icse
7A8EAEF1,engineering mobile agent applications via context dependent coordination,icse
8117E97B,a complete temporal relational algebra,vldb
5C680D55,poster symbolic execution of mpi programs,icse
7DA91DDD,oasis an online and accurate technique for local alignment searches on biological sequences,vldb
7DCBFCB9,web page language identification based on urls,vldb
0740ABB2,some large questions about very large data bases,vldb
050A1BCA,semantics vs graphics to show or not to show,vldb
584B75AB,index access with a finite buffer,vldb
07D4487D,a model of methods authorization in object oriented databases,vldb
7EA8103A,building structured web community portals a top down compositional and incremental approach,vldb
5FE3ECF2,proclamation based model for cooperating transactions,vldb
5B8CA333,an internet based negotiation server for e commerce,vldb
02BE65B9,linear hashing a new tool for fde and table addressing,vldb
7CC17A2C,access path support for referential integrity in sql2,vldb
80E5F0DA,sideway value algebra for object relational databases,vldb
0AC1FB98,a concurrent database manipulation problem binary search trees abstract,vldb
7D7DDB1A,linking e mails and source code artifacts,icse
76D9001A,on the role of primary and secondary assets in adaptive security an application in smart grids,icse
7CCB1A64,reasoning with qualitative preferences to develop optimal component based systems,icse
7A60D53E,cologne a declarative distributed constraint optimization platform,vldb
61AC2DE3,notice of retraction design and realization the mis of general statistics based on struts and hibernate framework technology,icse
1113CC6D,adaptive distributed query processing,vldb
7D04D49E,requirements engineering so things don t get ugly,icse
7EC474B0,towards large scale information integration,icse
7DF8294F,modeling and querying possible repairs in duplicate detection,vldb
597A72CC,balancing performance and data freshness in web database servers,vldb
8005F83F,static detection of resource contention problems in server side scripts,icse
78CD59ED,adaptive membership maintenance under the sybil attack coupled with churn in p2p networks,icse
767FA92B,towards an integration of process modeling and project planning,icse
5C79D15C,integration of data mining with database technology,vldb
77EFA7B8,3rd international workshop on software engineering for automotive systems seas 2006,icse
69E5B0CB,the impact of software development team dynamics on the knowledge management process,icse
7D6FA32A,constrained anonymization of production data a constraint satisfaction problem approach,vldb
5DA9D305,the problem of multiple paths in a database schema,vldb
076CA988,rig rochester s intelligent gateway system overview abstract,icse
59E7AF0F,object and file management in the exodus extensible database system,vldb
7F5EF745,approach and case study of requirement analysis where end users take an active role,icse
786DC8D5,a self adaptable query allocation framework for distributed information systems,vldb
8.01E+94,approximate matching of hierarchical data using pq grams,vldb
8094EB94,towards a physical xml independent xquery sql xml engine,vldb
59461AB2,deterministic end to end guarantees for real time applications in a diffserv mpls domain,icse
785087C1,development of safety process in model based design platform for safety critical systems,icse
0529165B,six principles for improving security in the use of medical data bases,vldb
83654C41,on uncertain graphs modeling and queries,vldb
81CB722E,profiling and identifying users activities with network traffic analysis,icse
7E0F3C74,an ontology based mobile publishing framework with copyright protection,icse
78A00583,efficient construction of approximate call graphs for javascript ide services,icse
7EE41A1A,woo a scalable and multi tenant platform for continuous knowledge base synthesis,vldb
7F9F25EB,discovery of convoys in trajectory databases,vldb
7F8BC5F1,hot carrier degradation study in pmosfet using gated diode drain current and charge pumping measurements,icse
84330AC0,gmission a general spatial crowdsourcing platform,vldb
7B682351,scalable discovery of best clusters on large graphs,vldb
811661ED,artemis a system for analyzing missing answers,vldb
812C60C0,multi tiered design rationale for change set based product line architectures,icse
7F9FD785,impact analysis for event based components and systems,icse
80CB9FBF,reliability characterization of a 0 6 m flotox eprom process,icse
5A8B9A21,a systematic mapping study on non functional search based software testing,icse
7F9E595C,a compositional formalization of connector wrappers,icse
7DFC5870,online maintenance of very large random samples on flash storage,vldb
791C0AA6,modeling the software process panel session,icse
7EA3EFF7,focused crawling using context graphs,vldb
81428D00,building domain specific software architectures from software architectural design patterns,icse
7E180BBB,poster interactive and collaborative source code annotation,icse
80C5F54D,exploiting versions for on line data warehouse maintenance in molap servers,vldb
5CC307C9,interactive join query inference with jim,vldb
7B2800AB,distance based outlier detection consolidation and renewed bearing,vldb
8.07E+101,a practice of information technology architecture for defense acquisition program administration,icse
05FABD65,digital b trees,vldb
0213FFB1,global software project management a case study,icse
75810494,supercharging recommender systems using taxonomies for learning user purchase behavior,vldb
61BBFFF6,social structures in software engineering,icse
7159286C,scalability issues in corba based systems,icse
79B4C818,on periodic resource scheduling for continuous media databases,vldb
7B3400E3,panel mda in practice,icse
770654B2,semantics based reverse engineering of object oriented data models,icse
7ED53311,a flexible software process model,icse
7C794E54,a study on surface charging reduction in auger electron spectroscopy,icse
5ECDD64C,type classification of semi structured documents,vldb
7ADC4C01,simple fast and scalable reachability oracle,vldb
7E60DD17,an analyzer for extended compositional process algebras,icse
025DC5BD,undergraduate software engineering curriculum enhancement via human computer interaction,icse
7E28A2EB,knowledge transfer in collaborative teams experiences from a two week code camp,icse
7C177714,concurrency and recovery for index trees,vldb
05E86070,independent components of databases,vldb
7C16A5E9,research on massive enterprise data one stop search mechanism based oninformation grid,icse
705F64C9,notice of retraction shop job scheduling informationization service research based on erp thoughts,icse
76C2B4E6,introduction to the special issue on database and information retrieval integration,vldb
788EF132,fpga implementation of an optimized coefficients pulse shaping fir filters,icse
75CA81BE,why use the model driven architecture to design and build distributed applications,icse
8097648A,fast set intersection in memory,vldb
767648A8,an integrated system for end to end traceability and requirements test coverage,icse
7DDA2DBF,story driven modeling a practical guide to model driven software development,icse
5DCECBAB,the postgres data model,vldb
5B6F6DCC,the value of merge join and hash join in sql server,vldb
59F102AC,introducing contract based programming in industry a case study,icse
7D77E4BF,fluxquery an optimizing xquery processor for streaming xml data,vldb
5ED5B2DD,a model for integrated information systems,vldb
82F5C359,daq a new paradigm for approximate query processing,vldb
81243892,a debugger and assertion checker for the awk programming language,icse
79C4188F,supernetwork and entropy theory in quantitative decision making of emergency logistics,icse
7F201A23,effectively indexing uncertain moving objects for predictive queries,vldb
5C76D43E,query by excel,vldb
7ADD2FC5,chianti a change impact analysis tool for java programs,icse
7EA19BC6,application of ga bp algorithm in customer classification,icse
033B7554,concurrency control in b trees using preparatory operations,vldb
014799B8,dynamic pipeline scheduling for improving interactive query performance,vldb
811392F7,a behavior statistic based secure system in social networks,icse
80FDDA65,finite semantics a technique for program testing,icse
5D872F74,updating derived relations detecting irrelevant and autonomously computable updates,vldb
7EE7AADE,creative requirements invention and its role in requirements engineering,icse
7F06FCC3,optimal and efficient generalized twig pattern processing a combination of preorder and postorder filterings,vldb
5948D74B,reengineering analysis of object oriented systems via duplication,icse
7DB7C3B2,on the embeddability of random walk distances,vldb
7F3FA15E,optimizing queries across diverse data sources,vldb
7FE11C3B,design by example for sql table definitions with functional dependencies,vldb
5CC9E237,component based software engineering and the issue of trust,icse
2C906864,provenance based analysis of data centric processes,vldb
7574E969,an empirical study on the interaction between executive pay of the state owned enterprises and corporate social performance,icse
76C782B0,supporting continuous integration by code churn based test selection,icse
77990D2A,prism methodology process oriented environment,icse
7DCE9991,star self tuning aggregation for scalable monitoring,vldb
7D01883E,architecting as decision making with patterns and primitives,icse
8132ACB6,gpx interactive mining of gene expression data,vldb
7E0820A4,predicate based indexing for desktop search,vldb
81791732,getting results from search based approaches to software engineering,icse
7F0983C2,fast ngram based string search over data encoded using algebraic signatures,vldb
83B86D67,incorporating time in the modeling of hardware and software systems concepts paradigms and paradoxes,icse
62C5B158,similarity search for scientific workflows,vldb
6CD3AB8A,using versions in update transactions application to integrity checking,vldb
7B8B172B,the entity relationship model toward a unified view of data,vldb
791B4FA3,calculation and use of an environment s characteristic software metric set,icse
7C0A4320,modeling and model checking by modular approach,icse
781224A9,1st international workshop on the engineering of mobile enabled systems mobs 2013,icse
75F9AA7E,using mutation analysis for a model clone detector comparison framework,icse
81086911,an authentication and authorization solution supporting soa based distributed systems,icse
5AA3520C,safely and efficiently updating references during on line reorganization,vldb
81D4B140,software reliability growth model with fault detection effort and removing effort modeling separately,icse
7553729D,form based proxy caching for database backed web sites keywords and functions,vldb
81B1E563,xbench a family of benchmarks for xml dbmss,vldb
7EAFB9B5,a worldwide survey of base process activities towards software engineering process excellence,icse
7694CC8C,the utility based tow stage wireless network resource allocation,icse
7C29BA95,maturity is also about the capability to conform the process to the right context,icse
7F4E0C98,refactoring big balls of mud,icse
8008CE7A,the american law institute s principles on software contracts and their ramifications for software engineering research nier track,icse
5F7EAD8A,what happens during a join dissecting cpu and memory optimization effects,vldb
7CE94BC2,polygon topology generation algorithm research based on 3d modeling,icse
80269A77,pnuts yahoo s hosted data serving platform,vldb
8577631,ambientdb complex query processing for p2p networks,vldb
5C6751DC,rethinking serializable multiversion concurrency control,vldb
7F34AD64,an approach to the development of inference engine for distributed system for fault diagnosis,icse
804AE822,challenges in measurement and control of green in data networking,icse
7AB913DF,optimising energy consumption of design patterns,icse
7605E3E5,the design and implementation of database audit system framework,icse
0A770FB5,classifications and feature analysis method for sort algorithm programs based on program structure formalized method,icse
7EDF095B,enhanced photoluminescence properties of cdte quantum dots prepared from the ternary surfactant mixture system,icse
7F8545E5,supporting exact indexing of arbitrarily rotated shapes and periodic time series under euclidean and warping distance measures,vldb
77145CCA,case study of the falcon code project,icse
00764B72,conducting sb doped sno2 as gas sensor,icse
5AE7263D,a practical and modular implementation of extended transaction models,vldb
7E9305CC,improving software quality the use of formal inspections at the jpl,icse
76DCF566,session 11a verification,icse
7F2CE529,a 5 ghz vco for wlan applications,icse
7544F5B6,cmmi for educational institutions,icse
7DD9BCC2,comparing static bug finders and statistical prediction,icse
7F52E570,second international workshop on software research and climate change,icse
7EBEC40D,algorithms and analyses for maximal vector computation,vldb
75A45BEC,alternative double pass dicing method for thin wafer laminated with die attach film,icse
7FC4DA64,light weight domain based form assistant querying web databases on the fly,vldb
7AB80306,how much do developers test,icse
63B8A634,interoperability in multidatabases semantic and system issues panel,vldb
7748EE16,a matching algorithm based on improved sift for the air mobility platform,icse
80DA754B,structural characteristics of thermally grown sio sub 2 prepared by a home made furnace,icse
7ED3FBED,transaction and catalog management of the distributed file management system disco,vldb
80A7C053,early profile pruning on xml aware publish subscribe systems,vldb
7C196E7A,predicting www surfing using multiple evidence combination,vldb
7E4E2491,a dip in the reservoir maintaining sample synopses of evolving datasets,vldb
80043799,deciding what to design closing a gap in software engineering education,icse
7A744931,tracking requirements evolution by using issue tickets a case study of a document management and approval system,icse
7D174ADB,aggregation and relevance in deductive databases,vldb
5D3484E1,bilvideo video database management system,vldb
5FE247C7,selectivity estimation and query optimization in large databases with highly skewed distribution of column values,vldb
01D4A451,data base machines system evaluation and conversion issues,vldb
7D6A23A3,a critical review of automatic patch generation learned from human written patches essay on the problem statement and the evaluation of automatic software repair,icse
70172E4A,prediction and management of program quality,icse
75D64DE7,a data mining proxy approach for efficient frequent itemset mining,vldb
769835FA,ispw6 support for the software process,icse
7F2E509C,schism a workload driven approach to database replication and partitioning,vldb
7F7B4A23,novel cell isolation technique for the analysis of cmos sram cell cold failure,icse
7CB4F637,simulating the behaviour of software modules by trace rewriting,icse
79C01AD5,weighted network decapitation the economics of iterated attack and defense,vldb
5FDA5FB0,an efficient zoning technique for multi dimensional access methods,vldb
7BBD7974,osiris sr a safety ring for self healing distributed composite service execution,icse
76FDAD1C,contextual programming doctoral symposium extended abstract,icse
7A7B1F71,slicing long running queries,vldb
59F804AC,content based image indexing,vldb
761CAB77,evaluation of entity resolution approaches on real world match problems,vldb
808181A0,adaptive query processing on raw data,vldb
787159F9,learning to match ontologies on the semantic web,vldb
062D2988,characterization of well behaved database schemata and their update semantics,vldb
715142FD,reasoning about the behavior of semantic web services with concurrent transaction logic,vldb
7C88E8BB,shareddb killing one thousand queries with one stone,vldb
5DC6332F,capturing global transactions from multiple recovery log files in a partitioned database system,vldb
013DFAD7,information protection by method base systems,vldb
5BB4020E,efficient construction of regression trees with range and region splitting,vldb
7A52CE3D,teaching and learning programming and software engineering via interactive gaming,icse
7D36570E,exploring o o framework usage,icse
58B99195,foundations of preferences in database systems,vldb
7.83E+10,query co processing on commodity processors,vldb
7F293FC1,on generating near optimal tableaux for conditional functional dependencies,vldb
7D042BB0,continuous spatial assignment of moving users,vldb
7FA4BEE7,sda a novel approach to software environment design and construction,icse
796E08EE,symbolic interpretation and tracing of pascal programs,icse
8005729F,sqlb a query allocation framework for autonomous consumers and providers,vldb
5FD8EA59,watermarking for adaptive streaming protocols,vldb
7AA73D4C,automated method for verification of stochastic graph transformation systems,icse
7C0CF034,interactivity continuity sketching and experience keynote abstract,icse
751C445A,reasoning about record matching rules,vldb
7612F7F4,development of 3 axis acceleration data logger for non wired sensing and recording of wellbore paths,icse
7DE22E32,bql capturing and reusing debugging knowledge,icse
787B5FD4,solder joint strength of lead free solders under multiple reflow and high temperature storage condition,icse
7E7038AA,analyzing energy behavior of spatial access methods for memory resident data,vldb
7AE2C9E9,software quality assessment technology,icse
78B37817,an adaptive updating protocol for reducing moving object database workload,vldb
7986BFE6,efficient proximity detection among mobile users via selftuning policies,vldb
80B7E35B,tool support for developing advanced mechatronic systems integrating the fujaba real time tool suite with camel view,icse
80C9E83E,using information fragments to answer the questions developers ask,icse
58850AB6,data stream query processing a tutorial,vldb
7C7BB1FE,4th international workshop on managing technical debt mtd 2013,icse
7E504A47,data models for secondary storage representations,vldb
7B92F815,towards automatic generation of ontology based antipattern bayesian network models,icse
787CA2E8,analysis of navigation behaviour in web sites integrating multiple information systems,vldb
14914F45,when a formal model rhymes with a graphical notation,icse
7DA6B65A,gconnect a connectivity index for massive disk resident graphs,vldb
78F41886,automatic documentation generation via source code summarization,icse
7E4DBBE6,hisa a query system bridging the semantic gap for large image databases,vldb
8090ABBE,a bayesian method for guessing the extreme values in a data set,vldb
66E35230,objectglobe ubiquitous query processing on the internet,vldb
7F9C3A0C,improving the performance of list intersection,vldb
7EC8BFD6,characterization of database access pattern for analytic prediction of buffer hit probability,vldb
5B1B68CB,implementation of sql3 structured types with inheritance and value substitutability,vldb
7E415A8A,efficient subgraph matching on billion node graphs,vldb
7DE0E8EF,folksoviz a semantic relation based folksonomy visualization using the wikipedia corpus,icse
043DB872,qtcp an optimized and improved congestion control algorithm of high speed tcp networks,icse
7BDDBE5E,pattern oriented software development moving seamlessly from requirements to architecture,icse
7F5D2F6A,llama a cache storage subsystem for modern hardware,vldb
8345494E,an efficient publish subscribe index for e commerce databases,vldb
7757C0B3,modeling collaborative decision making for supplier and customer in cooperative knowledge creation,icse
85E8D69A,proceedings of the fourth international workshop on software engineering for secure systems,icse
7F9AFF1F,optimization of frequent itemset mining on multiple core processor,vldb
7F56B689,feasibility study of integrated vertical and lateral imos and tfet devices for nano scale transistors,icse
7C5BDF1D,interaction aware scheduling of report generation workloads,vldb
81E4B587,analysis of deep space spacecraft navigation based on gnss weak signals with lunar relay satellite signals,icse
7DF13B4C,parameter induced stochastic resonance for multiplicative three state markovian noise in a linear system with modulated signal,icse
802896A1,improving throughput via slowdowns,icse
7F6DC7DD,genetic routing algorithm based on adjacency constraint matrix,icse
7DD2EF75,the yin and yang of processing data warehousing queries on gpu devices,vldb
7C8B0FDE,computing immutable regions for subspace top k queries,vldb
81085299,efficiently linking text documents with relevant structured information,vldb
043C6038,new technique for data compression,icse
79A32108,model independent assertions for integration of heterogeneous schemas,vldb
1211262,on the fly incremental consistent reading of entire databases,vldb
5DC66AE7,a one pass algorithm for accurately estimating quantiles for disk resident data,vldb
7F2C291C,the architecture of the apex platform salesforce com s platform for building on demand applications,icse
012D5D9C,physical and numerical modelling of sand liquefaction in waves interacting with a vertical wall,icse
5FA13EC5,supporting state wide immunisation tracking using multi paradigm workflow technology,vldb
5C936191,security and privacy,vldb
793585C0,maintenance support tools for java programs ccfinder and jaat,icse
5EBCEF12,optimizing star queries in a distributed database system,vldb
7C26A7B5,a new semi blind watermarking scheme based on dwt subsampling,icse
7F57382B,continuous queries in oracle,vldb
75FA3419,capturing topology in graph pattern matching,vldb
0B677653,multiview a methodology for multiple views in oodbs,vldb
7B05C535,deryaft a tool for generating representation invariants of structurally complex data,icse
5B82827D,top k query evaluation with probabilistic guarantees,vldb
00302B82,toward a design methodology for dbms a software engineering approach,vldb
7AD598EC,on predictive modeling for optimizing transaction execution in parallel oltp systems,vldb
7E85039D,software process modeling principles of entity process models,icse
64A364D7,algebraic specification schemes for data base systems,vldb
8469E898,the challenge of a primer educator in project based earning model,icse
80E0CF10,automatic evaluation of api usability using complexity metrics and visualizations,icse
769E604E,detecting differences across multiple instances of code clones,icse
79315153,trustworthy keyword search for compliance storage,vldb
7F89E947,synthesis constraints optimized genetic algorithm for autonomous task planning and allocating in mas,icse
811A6276,turbo charging estimate convergence in dbo,vldb
7F7DB534,bibfinder statminer effectively mining and using coverage and overlap statistics in data integration,vldb
5D7F9205,demonstration enabling scalable online personalization on the web,vldb
7B81ABC9,manage and query generic moving objects in secondo,vldb
5E90F3C6,comparison of modularization methods in application to different biological networks,vldb
5CDE20B9,analysis of dynamic load balancing strategies for parallel shared nothing database systems,vldb
7DB76124,a survey of medical image processing tools,icse
5D156672,xnmp an xml based network management protocol over voip,icse
81187188,effective change detection using sampling,vldb
7CEB0CBE,chimera large scale classification using machine learning rules and crowdsourcing,vldb
76729648,a high performance and low cost distributed file system,icse
7562B1AF,batio3 nanocomposite thin film as pyroelectric sensor,icse
7D8BC5C3,european experiences with software process improvement,icse
09D585F5,optimizing multifeature queries in image databases,vldb
5AF23BF9,join graphs and acyclic database schemes,vldb
5B064600,on the performance of bitmap indices for high cardinality attributes,vldb
7D626CB7,coupling based class integration and test order,icse
05BEAFAD,the surface site dehydration mechanism for si3n4 sensing membrane by post baking treatment,icse
6C95D04C,the rely guarantee approach to verifying concurrent bpel programs,icse
7570E13F,treebank based deep grammar acquisition and part of speech tagging for sanskrit sentences,icse
844EBF9B,clusterjoin a similarity joins framework using map reduce,vldb
7D9EB06D,supporting frequent updates in r trees a bottom up approach,vldb
7C5B26DE,understanding context creating a lasting impact in experimental software engineering research,icse
7BD90FAA,conformity aware influence maximization in online social networks,vldb
5D406560,a performance study of workfile disk management for concurrent mergesorts in a multiprocessor database system,vldb
5DDE7F8B,tradeoffs in processing complex join queries via hashing in multiprocessor database machines,vldb
76EA2272,the modular structure of complex systems,icse
7D2699B7,using economics as basis for modelling and evaluating software quality,icse
7657848A,applying design principles for enhancing enterprise system usability,icse
64A4A330,an efficacious software design method based on pattern and its application,icse
5EA45BEC,physical data independence constraints and optimization with universal plans,vldb
052ADABD,parallel algorithms for high dimensional proximity joins,vldb
7F0BCC55,portable secure identity management for software engineering,icse
6F81CEC5,evaluating multiple server dbms in general purpors operating system environments,vldb
5FC5DFED,an implementation of impure surrogates,vldb
79604C85,using peer reviews in teaching framework development,icse
8148FDE8,determining text databases to search in the internet,vldb
81932D48,design of the software framework of reconfigurable communication interface test system based on zedboard,icse
7987E4B7,special issue on structured and crowd sourced data on the web,vldb
76CA396A,getting started on metrics jpl productivity and quality,icse
761F2AE4,towards a practical security analysis methodology,icse
7DD25A14,process spaceship discovering and exploring process views from event logs in data spaces,vldb
7F9CB808,z sky an efficient skyline query processing framework based on z order,vldb
5A07AB2C,a product specification database for visual prototyping,vldb
8107F877,constructing test suites for interaction testing,icse
7FE6DF2E,mining non redundant high order correlations in binary data,vldb
6E39E151,conversational aspects of database interactions,vldb
7847064A,uncertain centroid based partitional clustering of uncertain data,vldb
7EFFD459,schottky contacts and conduction band offsets in bandgap engineered ingaalas inp heterostructures,icse
7F280622,a source to source meta translation system for relational query languages,vldb
80521783,specification patterns for probabilistic quality properties,icse
